"subjects"	"S"	"instruction"	"R"	"rt"
"248"	"8"	"left"	"speed"	"left"	0.446031353455888
"2600"	"8"	"left"	"speed"	"right"	0.539333588986756
"2516"	"8"	"right"	"speed"	"right"	0.802312699428652
"1916"	"8"	"right"	"accuracy"	"left"	0.512394184889108
"3500"	"8"	"right"	"accuracy"	"right"	0.988910474932239
"2900"	"8"	"right"	"speed"	"right"	0.46393955406452
"752"	"8"	"left"	"accuracy"	"left"	0.388192504249797
"2156"	"8"	"right"	"accuracy"	"right"	0.674636119260813
"1496"	"8"	"left"	"speed"	"left"	0.649885382970728
"3656"	"8"	"left"	"speed"	"right"	0.347766065671859
"2864"	"8"	"left"	"accuracy"	"left"	0.554454632564285
"4640"	"8"	"left"	"accuracy"	"left"	0.443171905503034
"3980"	"8"	"right"	"accuracy"	"right"	0.600238754073152
"5036"	"8"	"right"	"accuracy"	"right"	0.349318610554612
"1556"	"8"	"right"	"speed"	"left"	0.666713911082511
"236"	"8"	"right"	"accuracy"	"right"	0.523455557435972
"5084"	"8"	"right"	"accuracy"	"right"	0.376539652797437
"4868"	"8"	"right"	"speed"	"right"	0.51759944246329
"2552"	"8"	"left"	"speed"	"left"	0.497356334913117
"392"	"8"	"left"	"speed"	"right"	0.334238342889729
"104"	"8"	"left"	"speed"	"left"	0.586126997134861
"5120"	"8"	"left"	"accuracy"	"left"	0.347960018422775
"2648"	"8"	"left"	"speed"	"right"	0.478322137572668
"1592"	"8"	"left"	"speed"	"right"	0.645572038528886
"4316"	"8"	"right"	"accuracy"	"right"	0.724216369953992
"2120"	"8"	"left"	"speed"	"left"	0.508850207360902
"404"	"8"	"right"	"speed"	"right"	0.521316041093377
"3344"	"8"	"left"	"accuracy"	"left"	0.369115117344328
"380"	"8"	"right"	"accuracy"	"right"	1.0402289311001
"3824"	"8"	"left"	"accuracy"	"left"	0.56965698052775
"884"	"8"	"right"	"speed"	"left"	0.626337194671952
"5012"	"8"	"right"	"speed"	"right"	0.309867883487552
"5168"	"8"	"left"	"accuracy"	"right"	1.15269971137936
"3848"	"8"	"left"	"speed"	"right"	0.544099926123664
"1892"	"8"	"right"	"speed"	"left"	0.48358818605895
"3776"	"8"	"left"	"accuracy"	"left"	0.399119832431953
"2576"	"8"	"left"	"accuracy"	"left"	0.441498880777462
"2504"	"8"	"left"	"speed"	"left"	0.354025840186116
"8"	"8"	"left"	"speed"	"left"	0.495275640406748
"4352"	"8"	"left"	"accuracy"	"left"	0.39177949793141
"2456"	"8"	"left"	"speed"	"left"	0.380487434599643
"4052"	"8"	"right"	"speed"	"right"	0.34980188697179
"2132"	"8"	"right"	"speed"	"right"	0.783587752368307
"152"	"8"	"left"	"speed"	"left"	0.410889791488095
"836"	"8"	"right"	"speed"	"right"	0.383440341820251
"3572"	"8"	"right"	"speed"	"left"	0.710596879321587
"4496"	"8"	"left"	"accuracy"	"left"	0.64586075755771
"3128"	"8"	"left"	"speed"	"right"	0.521514042937893
"5336"	"8"	"left"	"speed"	"left"	0.373879582456597
"992"	"8"	"left"	"accuracy"	"right"	0.792364693362544
"4904"	"8"	"left"	"speed"	"right"	0.365226955351587
"5228"	"8"	"right"	"accuracy"	"right"	0.942290868753803
"3272"	"8"	"left"	"speed"	"left"	0.359670269858688
"4340"	"8"	"right"	"speed"	"right"	0.415666143903585
"1784"	"8"	"left"	"speed"	"left"	0.586680970450693
"3212"	"8"	"right"	"accuracy"	"left"	1.11106148006918
"4028"	"8"	"right"	"accuracy"	"left"	0.401516526892469
"4880"	"8"	"left"	"accuracy"	"left"	0.605695298274105
"4676"	"8"	"right"	"speed"	"right"	0.731637814718156
"3056"	"8"	"left"	"accuracy"	"left"	1.12164250399889
"5360"	"8"	"left"	"accuracy"	"right"	0.396201514956487
"3548"	"8"	"right"	"accuracy"	"left"	0.418902552596095
"2804"	"8"	"right"	"speed"	"left"	0.555861092572207
"3392"	"8"	"left"	"accuracy"	"left"	0.863827815502733
"4268"	"8"	"right"	"accuracy"	"left"	0.530538732074665
"3668"	"8"	"right"	"speed"	"left"	0.357544275330915
"4616"	"8"	"left"	"speed"	"left"	0.3791012393368
"3764"	"8"	"right"	"speed"	"left"	0.627648169129417
"548"	"8"	"right"	"speed"	"right"	0.461095158691276
"200"	"8"	"left"	"speed"	"left"	0.518960804346211
"644"	"8"	"right"	"speed"	"right"	0.546921826601494
"2768"	"8"	"left"	"accuracy"	"left"	0.327250752541602
"512"	"8"	"left"	"accuracy"	"right"	0.651172316568805
"1808"	"8"	"left"	"accuracy"	"right"	0.522825359465463
"3704"	"8"	"left"	"speed"	"left"	0.741793583061693
"4928"	"8"	"left"	"accuracy"	"right"	0.385941966325892
"4400"	"8"	"left"	"accuracy"	"right"	0.587093767353555
"3536"	"8"	"left"	"accuracy"	"left"	0.683798523259758
"5180"	"8"	"right"	"accuracy"	"left"	0.955527694924238
"3380"	"8"	"right"	"speed"	"left"	0.583328908350463
"2468"	"8"	"right"	"speed"	"right"	0.549333565525591
"2720"	"8"	"left"	"accuracy"	"left"	0.428865141778372
"848"	"8"	"left"	"accuracy"	"left"	1.04842824900061
"2888"	"8"	"left"	"speed"	"right"	0.538691368244855
"1076"	"8"	"right"	"speed"	"left"	0.360843229378104
"2144"	"8"	"left"	"accuracy"	"left"	0.583204138397599
"668"	"8"	"right"	"accuracy"	"left"	0.344311588720996
"956"	"8"	"right"	"accuracy"	"right"	0.426852582651925
"716"	"8"	"right"	"accuracy"	"left"	0.528397582593259
"4748"	"8"	"right"	"accuracy"	"left"	0.465020414042865
"1580"	"8"	"right"	"accuracy"	"left"	0.359522877718833
"2396"	"8"	"right"	"accuracy"	"left"	0.499058926545542
"1844"	"8"	"right"	"speed"	"right"	0.71364728769999
"5420"	"8"	"right"	"accuracy"	"right"	1.11860328027108
"4508"	"8"	"right"	"accuracy"	"right"	0.481752577392655
"656"	"8"	"left"	"accuracy"	"left"	0.644649670946486
"1100"	"8"	"right"	"accuracy"	"left"	0.64853760770061
"536"	"8"	"left"	"speed"	"left"	0.366899838352974
"4364"	"8"	"right"	"accuracy"	"left"	0.341474326133081
"572"	"8"	"right"	"accuracy"	"right"	0.515587231599029
"128"	"8"	"left"	"accuracy"	"left"	0.534337488567086
"5468"	"8"	"right"	"accuracy"	"left"	0.631560792477747
"2216"	"8"	"left"	"speed"	"right"	0.398132610815491
"3512"	"8"	"left"	"speed"	"right"	0.356407593182203
"2420"	"8"	"right"	"speed"	"right"	0.430142777050481
"260"	"8"	"right"	"speed"	"left"	0.466720330170129
"1832"	"8"	"left"	"speed"	"left"	0.465963534610617
"56"	"8"	"left"	"speed"	"left"	0.405790078758963
"5348"	"8"	"right"	"speed"	"left"	0.381758540567082
"2792"	"8"	"left"	"speed"	"right"	0.50287057509386
"4088"	"8"	"left"	"speed"	"right"	0.448799408526304
"4688"	"8"	"left"	"accuracy"	"left"	1.32313876139179
"1436"	"8"	"right"	"accuracy"	"left"	0.562701230009707
"5156"	"8"	"right"	"speed"	"right"	0.626308784127573
"1688"	"8"	"left"	"speed"	"left"	0.329514224073826
"1796"	"8"	"right"	"speed"	"right"	0.482206005887134
"3248"	"8"	"left"	"accuracy"	"left"	0.625893978473119
"4856"	"8"	"left"	"speed"	"left"	0.36576762829546
"116"	"8"	"right"	"speed"	"right"	0.303892211865567
"3152"	"8"	"left"	"accuracy"	"left"	0.341110784467627
"1448"	"8"	"left"	"speed"	"left"	0.474190721153288
"4208"	"8"	"left"	"accuracy"	"left"	0.558987563437267
"1976"	"8"	"left"	"speed"	"right"	0.400414756224375
"2036"	"8"	"right"	"speed"	"right"	0.678909646925462
"1568"	"8"	"left"	"accuracy"	"right"	0.832030122870438
"3020"	"8"	"right"	"accuracy"	"right"	0.390675754567314
"5024"	"8"	"left"	"accuracy"	"left"	0.411559342752816
"908"	"8"	"right"	"accuracy"	"right"	0.753454016945002
"4256"	"8"	"left"	"accuracy"	"left"	0.417040203669148
"2672"	"8"	"left"	"accuracy"	"left"	0.318333045533155
"596"	"8"	"right"	"speed"	"right"	0.848490784270691
"872"	"8"	"left"	"speed"	"right"	0.792183972414375
"5264"	"8"	"left"	"accuracy"	"left"	0.374808733911202
"1352"	"8"	"left"	"speed"	"right"	0.363737599824441
"1604"	"8"	"right"	"speed"	"right"	0.377756386423006
"2312"	"8"	"left"	"speed"	"right"	0.428494126727515
"3728"	"8"	"left"	"accuracy"	"left"	0.709223975855029
"500"	"8"	"right"	"speed"	"right"	0.335993106398152
"1172"	"8"	"right"	"speed"	"right"	0.338428790149027
"4520"	"8"	"left"	"speed"	"left"	0.340056017740265
"5408"	"8"	"left"	"accuracy"	"left"	0.358629732291817
"1508"	"8"	"right"	"speed"	"left"	0.67296081024856
"3740"	"8"	"right"	"accuracy"	"left"	0.586370886400567
"4952"	"8"	"left"	"speed"	"left"	0.833375996081862
"2084"	"8"	"right"	"speed"	"left"	0.519520095729742
"44"	"8"	"right"	"accuracy"	"right"	0.965806889242878
"1208"	"8"	"left"	"speed"	"right"	0.808387395337022
"32"	"8"	"left"	"accuracy"	"left"	0.40743338268193
"4160"	"8"	"left"	"accuracy"	"left"	0.645204566088577
"308"	"8"	"right"	"speed"	"right"	0.569136831260939
"1004"	"8"	"right"	"accuracy"	"right"	0.4352442336826
"2012"	"8"	"right"	"accuracy"	"right"	0.529183683650383
"2732"	"8"	"right"	"accuracy"	"right"	0.454759683977405
"332"	"8"	"right"	"accuracy"	"right"	1.01290729676757
"4916"	"8"	"right"	"speed"	"left"	0.68947003418954
"5516"	"8"	"right"	"accuracy"	"right"	0.439732576272113
"2360"	"8"	"left"	"speed"	"right"	0.473000405196105
"476"	"8"	"right"	"accuracy"	"right"	0.601355066348687
"2048"	"8"	"left"	"accuracy"	"right"	0.476898055439537
"2024"	"8"	"left"	"speed"	"right"	0.382604853651236
"164"	"8"	"right"	"speed"	"right"	0.360210641226547
"968"	"8"	"left"	"speed"	"right"	0.382957731463894
"5048"	"8"	"left"	"speed"	"left"	0.402999337714357
"1652"	"8"	"right"	"speed"	"left"	0.495042043860095
"2228"	"8"	"right"	"speed"	"left"	0.343426798758425
"2948"	"8"	"right"	"speed"	"left"	0.757981476512134
"4136"	"8"	"left"	"speed"	"left"	0.683275828559754
"2636"	"8"	"right"	"accuracy"	"right"	0.52758483559421
"812"	"8"	"right"	"accuracy"	"right"	0.513691816859889
"2924"	"8"	"right"	"accuracy"	"right"	0.63902417299855
"2708"	"8"	"right"	"speed"	"right"	0.543303167917572
"3956"	"8"	"right"	"speed"	"left"	0.445956789801784
"5000"	"8"	"left"	"speed"	"left"	0.70235838232588
"896"	"8"	"left"	"accuracy"	"right"	0.910814803144272
"3560"	"8"	"left"	"speed"	"left"	0.38996383496239
"2961"	"9"	"left"	"accuracy"	"right"	1.14256074933351
"2229"	"9"	"right"	"speed"	"right"	0.717855526908809
"4509"	"9"	"right"	"accuracy"	"left"	2.552277144557
"3045"	"9"	"right"	"speed"	"left"	0.740353283465016
"1005"	"9"	"right"	"accuracy"	"left"	0.874994764614877
"1917"	"9"	"right"	"accuracy"	"right"	0.838309533531048
"3813"	"9"	"right"	"speed"	"right"	1.0805968278829
"2865"	"9"	"left"	"accuracy"	"right"	0.865742037515585
"2697"	"9"	"left"	"speed"	"left"	0.795324493539381
"2733"	"9"	"right"	"accuracy"	"right"	0.90911039396219
"1077"	"9"	"right"	"speed"	"left"	0.793412445462174
"57"	"9"	"left"	"speed"	"left"	0.98701750419349
"3717"	"9"	"right"	"speed"	"right"	0.827551152127086
"1065"	"9"	"left"	"speed"	"left"	0.689404529988106
"4581"	"9"	"right"	"speed"	"right"	0.797795606384272
"2241"	"9"	"left"	"accuracy"	"left"	1.27270050309672
"1965"	"9"	"right"	"accuracy"	"right"	3.58262804681145
"3765"	"9"	"right"	"speed"	"left"	0.787690762281973
"2061"	"9"	"right"	"accuracy"	"right"	1.623883723917
"4929"	"9"	"left"	"accuracy"	"left"	0.850424420975426
"2841"	"9"	"left"	"speed"	"left"	1.04769533150708
"1137"	"9"	"left"	"accuracy"	"left"	1.10618152316293
"2265"	"9"	"left"	"speed"	"left"	1.20193499106729
"621"	"9"	"right"	"accuracy"	"right"	1.88541902204422
"1173"	"9"	"right"	"speed"	"right"	1.34651767455512
"3837"	"9"	"right"	"accuracy"	"right"	0.689496906237572
"1161"	"9"	"left"	"speed"	"left"	1.29286104092713
"357"	"9"	"right"	"speed"	"right"	0.641337733236102
"1185"	"9"	"left"	"accuracy"	"left"	1.30539494528207
"4485"	"9"	"right"	"speed"	"right"	1.92006734670305
"201"	"9"	"left"	"speed"	"left"	1.5445458233239
"4437"	"9"	"right"	"speed"	"left"	0.619233907735691
"4353"	"9"	"left"	"accuracy"	"left"	1.80702304202131
"4497"	"9"	"left"	"accuracy"	"left"	1.12747907103047
"1209"	"9"	"left"	"speed"	"left"	1.74500052067511
"4833"	"9"	"left"	"accuracy"	"left"	0.98183912331946
"2997"	"9"	"right"	"speed"	"right"	0.936902866563416
"669"	"9"	"right"	"accuracy"	"right"	0.923910850523598
"4965"	"9"	"right"	"speed"	"right"	1.65147029319396
"4641"	"9"	"left"	"accuracy"	"left"	1.29492456596573
"633"	"9"	"left"	"speed"	"left"	0.944247859468597
"2817"	"9"	"left"	"accuracy"	"left"	1.49078499665459
"597"	"9"	"right"	"speed"	"left"	0.827491566626184
"1365"	"9"	"right"	"speed"	"left"	0.822286883133984
"5145"	"9"	"left"	"speed"	"left"	1.10121470959921
"1869"	"9"	"right"	"accuracy"	"right"	0.839226836563441
"2637"	"9"	"right"	"accuracy"	"right"	0.803474189970457
"1221"	"9"	"right"	"speed"	"left"	0.774397083448104
"141"	"9"	"right"	"accuracy"	"right"	0.672067039416387
"1269"	"9"	"right"	"speed"	"right"	1.36160027333215
"1833"	"9"	"left"	"speed"	"right"	0.74943908664224
"2901"	"9"	"right"	"speed"	"right"	1.70944515847096
"2073"	"9"	"left"	"speed"	"left"	0.74856909592527
"2025"	"9"	"left"	"speed"	"left"	1.25792773328011
"4785"	"9"	"left"	"accuracy"	"left"	0.888536109724717
"2289"	"9"	"left"	"accuracy"	"left"	0.85804763335909
"4821"	"9"	"right"	"speed"	"left"	1.14487144008751
"1893"	"9"	"right"	"speed"	"right"	0.774610768901364
"1113"	"9"	"left"	"speed"	"right"	1.75985151096917
"3645"	"9"	"right"	"accuracy"	"right"	1.42625909913657
"381"	"9"	"right"	"accuracy"	"right"	0.85899659891029
"3069"	"9"	"right"	"accuracy"	"right"	1.21377699538703
"4401"	"9"	"left"	"accuracy"	"right"	1.74863976511195
"3993"	"9"	"left"	"speed"	"left"	0.968256092689175
"1701"	"9"	"right"	"speed"	"right"	1.14144334222467
"4725"	"9"	"right"	"speed"	"right"	0.62879608073562
"369"	"9"	"left"	"accuracy"	"left"	1.02766300740711
"2517"	"9"	"right"	"speed"	"right"	0.813788900213573
"3621"	"9"	"right"	"speed"	"right"	1.10924742291437
"3357"	"9"	"right"	"accuracy"	"right"	1.04169763838345
"4305"	"9"	"left"	"accuracy"	"left"	1.51880217734953
"609"	"9"	"left"	"accuracy"	"left"	2.63257438421467
"693"	"9"	"right"	"speed"	"left"	0.647748483821088
"3165"	"9"	"right"	"accuracy"	"right"	2.03723767266069
"1341"	"9"	"right"	"accuracy"	"right"	0.911202191543968
"4545"	"9"	"left"	"accuracy"	"left"	0.697880164325425
"1725"	"9"	"right"	"accuracy"	"right"	1.12017312858367
"3669"	"9"	"right"	"speed"	"left"	0.84020477319067
"4905"	"9"	"left"	"speed"	"left"	0.791563139167584
"3585"	"9"	"left"	"accuracy"	"right"	1.38224807718283
"2625"	"9"	"left"	"accuracy"	"left"	0.774317340854999
"4389"	"9"	"right"	"speed"	"right"	0.762412577010247
"2757"	"9"	"right"	"speed"	"left"	0.882260441491683
"4953"	"9"	"left"	"speed"	"left"	1.07313443304824
"4077"	"9"	"right"	"accuracy"	"left"	2.14242698421069
"1941"	"9"	"right"	"speed"	"right"	0.628769050841989
"3981"	"9"	"right"	"accuracy"	"right"	2.72794896579734
"3633"	"9"	"left"	"accuracy"	"left"	0.885447340449761
"2013"	"9"	"right"	"accuracy"	"right"	1.83086160487668
"1461"	"9"	"right"	"speed"	"right"	1.64159579991865
"4749"	"9"	"right"	"accuracy"	"right"	2.05047008082123
"1257"	"9"	"left"	"speed"	"left"	0.993262468878195
"4425"	"9"	"left"	"speed"	"left"	1.54574694278966
"2301"	"9"	"right"	"accuracy"	"right"	1.99046478690042
"3861"	"9"	"right"	"speed"	"left"	0.843655471059559
"1041"	"9"	"left"	"accuracy"	"left"	0.756645120798383
"4569"	"9"	"left"	"speed"	"left"	1.01719824066715
"681"	"9"	"left"	"speed"	"left"	1.23902663455616
"3177"	"9"	"left"	"speed"	"left"	0.642604007015227
"4149"	"9"	"right"	"speed"	"left"	0.979409401710227
"1017"	"9"	"left"	"speed"	"left"	1.19445314100248
"4101"	"9"	"right"	"speed"	"left"	0.852703477172402
"717"	"9"	"right"	"accuracy"	"right"	0.701023172495403
"3789"	"9"	"right"	"accuracy"	"right"	0.932599056752237
"2769"	"9"	"left"	"accuracy"	"left"	1.31880797692142
"2529"	"9"	"left"	"accuracy"	"left"	1.01093949292389
"4233"	"9"	"left"	"speed"	"right"	1.08919320282481
"2037"	"9"	"right"	"speed"	"right"	1.90992400215537
"585"	"9"	"left"	"speed"	"left"	1.56284216229021
"765"	"9"	"right"	"accuracy"	"right"	2.38275113431391
"2709"	"9"	"right"	"speed"	"right"	1.57292376708724
"573"	"9"	"right"	"accuracy"	"right"	2.43501492207734
"3465"	"9"	"left"	"speed"	"left"	0.64661223776587
"4365"	"9"	"right"	"accuracy"	"right"	2.42187911978125
"297"	"9"	"left"	"speed"	"left"	0.890267289373111
"1473"	"9"	"left"	"accuracy"	"right"	1.18906148755
"5445"	"9"	"right"	"speed"	"right"	1.21072302231738
"81"	"9"	"left"	"accuracy"	"left"	2.31022710057837
"4005"	"9"	"right"	"speed"	"right"	1.15742246344136
"3561"	"9"	"left"	"speed"	"left"	0.865469149193735
"5217"	"9"	"left"	"accuracy"	"left"	1.83686907726954
"3285"	"9"	"right"	"speed"	"left"	0.668960324554263
"3237"	"9"	"right"	"speed"	"left"	0.800108496219545
"909"	"9"	"right"	"accuracy"	"left"	0.827649689783667
"4521"	"9"	"left"	"speed"	"left"	0.730712575970557
"4989"	"9"	"right"	"accuracy"	"right"	2.34074843749798
"5409"	"9"	"left"	"accuracy"	"right"	0.9376057898422
"3921"	"9"	"left"	"accuracy"	"left"	1.31511480262603
"2313"	"9"	"left"	"speed"	"right"	1.26311966881352
"3501"	"9"	"right"	"accuracy"	"right"	1.48140141703184
"153"	"9"	"left"	"speed"	"left"	1.03904975892406
"2409"	"9"	"left"	"speed"	"right"	0.626531462138733
"4845"	"9"	"right"	"accuracy"	"right"	0.785041068856922
"93"	"9"	"right"	"accuracy"	"left"	1.75111686006248
"1425"	"9"	"left"	"accuracy"	"left"	0.792515828329406
"2457"	"9"	"left"	"speed"	"left"	1.12190338258919
"753"	"9"	"left"	"accuracy"	"left"	0.739273566843667
"2793"	"9"	"left"	"speed"	"right"	1.53656048135895
"3213"	"9"	"right"	"accuracy"	"right"	1.39290785176475
"945"	"9"	"left"	"accuracy"	"left"	3.43966811698119
"2385"	"9"	"left"	"accuracy"	"left"	1.0830119660377
"873"	"9"	"left"	"speed"	"left"	0.92141501629088
"4089"	"9"	"left"	"speed"	"right"	0.973523183830195
"3405"	"9"	"right"	"accuracy"	"right"	1.18051759619144
"3201"	"9"	"left"	"accuracy"	"left"	0.969484117983455
"3477"	"9"	"right"	"speed"	"right"	0.590835556610261
"2505"	"9"	"left"	"speed"	"right"	0.638726362359589
"2157"	"9"	"right"	"accuracy"	"right"	1.75481206105729
"2781"	"9"	"right"	"accuracy"	"right"	0.916859724565754
"4797"	"9"	"right"	"accuracy"	"right"	1.86062755935466
"2361"	"9"	"left"	"speed"	"right"	1.30187579790511
"5289"	"9"	"left"	"speed"	"left"	1.6704410613034
"2973"	"9"	"right"	"accuracy"	"right"	1.00074636793216
"2193"	"9"	"left"	"accuracy"	"left"	0.801254737755849
"405"	"9"	"right"	"speed"	"left"	0.881365328551871
"5073"	"9"	"left"	"accuracy"	"left"	0.951379247886756
"2097"	"9"	"left"	"accuracy"	"left"	0.81085421246666
"4689"	"9"	"left"	"accuracy"	"left"	1.04723990862047
"4125"	"9"	"right"	"accuracy"	"right"	2.0130805156828
"1641"	"9"	"left"	"speed"	"left"	0.949260668779834
"1905"	"9"	"left"	"accuracy"	"left"	1.76742976660535
"561"	"9"	"left"	"accuracy"	"right"	1.29316020414474
"333"	"9"	"right"	"accuracy"	"right"	1.27871255825613
"3873"	"9"	"left"	"accuracy"	"left"	1.39543752818318
"5469"	"9"	"right"	"accuracy"	"right"	0.799917025171822
"2493"	"9"	"right"	"accuracy"	"right"	1.6985935595795
"3549"	"9"	"right"	"accuracy"	"left"	1.0449470403287
"3897"	"9"	"left"	"speed"	"left"	0.831827945294789
"4281"	"9"	"left"	"speed"	"left"	1.54879818411024
"2721"	"9"	"left"	"accuracy"	"left"	1.75971681925478
"5421"	"9"	"right"	"accuracy"	"right"	1.61907596174758
"3297"	"9"	"left"	"accuracy"	"left"	3.72396142259172
"2829"	"9"	"right"	"accuracy"	"right"	0.807687771272012
"4317"	"9"	"right"	"accuracy"	"right"	0.812068499026037
"2601"	"9"	"left"	"speed"	"left"	1.03626706190855
"825"	"9"	"left"	"speed"	"left"	0.683679688987708
"1509"	"9"	"right"	"speed"	"right"	0.868751805528861
"5301"	"9"	"right"	"speed"	"left"	1.61335105538237
"2253"	"9"	"right"	"accuracy"	"right"	1.17478302107812
"1881"	"9"	"left"	"speed"	"left"	0.651321041805366
"1797"	"9"	"right"	"speed"	"right"	1.68263058690175
"3033"	"9"	"left"	"speed"	"right"	1.43919855632358
"453"	"9"	"right"	"speed"	"right"	0.883440876643949
"1557"	"9"	"right"	"speed"	"right"	1.06095348795081
"1605"	"9"	"right"	"speed"	"left"	0.639427824871816
"3105"	"9"	"left"	"accuracy"	"left"	4.10114410558718
"4713"	"9"	"left"	"speed"	"right"	0.844609543771192
"2121"	"9"	"left"	"speed"	"right"	1.48858610977704
"3189"	"9"	"right"	"speed"	"right"	2.8759577449606
"1629"	"9"	"right"	"accuracy"	"left"	2.08244771032975
"537"	"9"	"left"	"speed"	"left"	0.86400190735062
"2649"	"9"	"left"	"speed"	"left"	1.0603983155244
"1773"	"9"	"right"	"accuracy"	"left"	0.770639204322529
"3009"	"9"	"left"	"accuracy"	"right"	0.905716221065664
"525"	"9"	"right"	"accuracy"	"right"	0.904466499544018
"5337"	"9"	"left"	"speed"	"left"	1.08768286185967
"441"	"9"	"left"	"speed"	"left"	1.79616713933196
"885"	"9"	"right"	"speed"	"left"	0.929756823968664
"1377"	"9"	"left"	"accuracy"	"left"	0.856480784834661
"5397"	"9"	"right"	"speed"	"left"	0.738231566458293
"1929"	"9"	"left"	"speed"	"left"	1.04188669937719
"1353"	"9"	"left"	"speed"	"right"	0.793353319493675
"1857"	"9"	"left"	"accuracy"	"left"	0.814970111875407
"3525"	"9"	"right"	"speed"	"right"	0.630024442300054
"1533"	"9"	"right"	"accuracy"	"right"	1.49777979852224
"4461"	"9"	"right"	"accuracy"	"right"	1.18891837926371
"3309"	"9"	"right"	"accuracy"	"right"	2.44799071156655
"309"	"9"	"right"	"speed"	"right"	0.713496020500072
"4977"	"9"	"left"	"accuracy"	"left"	1.47373920118466
"3753"	"9"	"left"	"speed"	"left"	1.20879141180098
"3261"	"9"	"right"	"accuracy"	"left"	0.885272963105596
"2745"	"9"	"left"	"speed"	"left"	1.21130349916287
"5253"	"9"	"right"	"speed"	"right"	0.971170621216611
"3489"	"9"	"left"	"accuracy"	"left"	0.704246234002906
"1809"	"9"	"left"	"accuracy"	"right"	1.01461821785014
"3381"	"9"	"right"	"speed"	"left"	1.37362307444584
"1749"	"9"	"right"	"speed"	"right"	0.707212800343181
"2589"	"9"	"right"	"accuracy"	"right"	1.07605790205581
"117"	"9"	"right"	"speed"	"right"	0.913584287086374
"513"	"9"	"left"	"accuracy"	"left"	2.00450462477615
"4377"	"9"	"left"	"speed"	"left"	2.09016363939512
"105"	"9"	"left"	"speed"	"right"	1.11868906160199
"2325"	"9"	"right"	"speed"	"left"	0.883799975886403
"5181"	"9"	"right"	"accuracy"	"left"	1.51507712132485
